"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Governance & Autonomy: Towards a Governance-based Analysis of Autonomy in Cyber-Physical Systems-of-Systems","M. Gharib; P. Lollini; A. Ceccarelli; A. Bondavalli","DiMaI Viale Morgagni 65, University of Florence, Florence, Italy; DiMaI Viale Morgagni 65, University of Florence, Florence, Italy; DiMaI Viale Morgagni 65, University of Florence, Florence, Italy; DiMaI Viale Morgagni 65, University of Florence, Florence, Italy",2020 IEEE 15th International Conference of System of Systems Engineering (SoSE),"1 Jul 2020","2020","","","000217","000222","One of the main challenges in integrating CyberPhysical System-of-Systems (CPSoS) to function as a single unified system is the autonomy of its Cyber-Physical Systems (CPSs), which may lead to lack of coordination among CPSs and results in various kinds of conflicts. We advocate that to efficiently integrate CPSs within the CPSoS, we may need to adjust the autonomy of some CPSs in a way that allows them to coordinate their activities to avoid any potential conflict among one another. To achieve that, we need to incorporate the notion of governance within the design of CPSoS, which defines rules that can be used for clearly specifying who and how can adjust the autonomy of a CPS. In this paper, we try to tackle this problem by proposing a new conceptual model that can be used for performing a governance-based analysis of autonomy for CPSs within CPSoS. We illustrate the utility of the model with an example from the automotive domain.","","978-1-7281-8050-2","10.1109/SoSE50414.2020.9130527","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9130527","Autonomy;Governance;Cyber-Physical Systems of Systems;CPSoS;SoS;Conceptual Modeling","Analytical models;Conferences;Cyber-physical systems;Automotive engineering","","2","","18","IEEE","1 Jul 2020","","","IEEE","IEEE Conferences"
"Teaching Conceptualization in System of Systems","E. S. CHIA","Industrial and Systems Engineering Department, National University of Singapore, Singapore",2018 13th Annual Conference on System of Systems Engineering (SoSE),"9 Aug 2018","2018","","","507","513","The growing interest in the study of system of systems (SoS) is evident due to the increasing number of such systems especially in cities. Unfortunately, it is often challenging to articulate a SoS concept due to the multiple subsystems and numerous stakeholders and their interactions and the many possible unintended consequences of such a system. Without a proper front end or concept development, such a SoS is likely to face many more problems and challenges later on in engineering development and post development. Hence, knowing how to carry out concept development of a SoS is of great importance. This paper examines how concept development of a system of systems could be taught.","","978-1-5386-4876-6","10.1109/SYSOSE.2018.8428740","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8428740","system of systems;large-scale systems engineering;conceptualization;teaching;pedagogy","Complexity theory;Stakeholders;Organizations;Education;Large-scale systems;Systems thinking;System of systems","","","","18","IEEE","9 Aug 2018","","","IEEE","IEEE Conferences"
"Enabling model-based requirements engineering in a complex industrial System of Systems environment","C. Binder; K. Polanec; B. Brankovic; C. Neureiter; G. Lastro; A. Lüder","Josef Ressel Center for Dependable System-of-Systems Engineering, Puch/Salzburg; Josef Ressel Center for Dependable System-of-Systems Engineering, Puch/Salzburg; Josef Ressel Center for Dependable System-of-Systems Engineering, Puch/Salzburg; Josef Ressel Center for Dependable System-of-Systems Engineering, Puch/Salzburg; Josef Ressel Center for Dependable System-of-Systems Engineering, Puch/Salzburg; Otto-v.-Guericke University, Magdeburg, Germany",2021 26th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA ),"30 Nov 2021","2021","","","1","6","The fourth industrial revolution resulted in the emergence of new ways for engineering production lines with the goal to optimize manufacturing processes by reducing expenses at the same time. This trend is mainly supported by the application of interconnected components, which are managed in a distributed way, as impelled by the Industrial Internet of Things (IIoT) or Cyber-physical Systems (CPS). While the complexity of these Systems of Systems (SoSs) is constantly rising, requirements engineering before actual implementing the system becomes increasingly difficult. Thus, comprehensive frameworks providing a foundation for model-based systems engineering, like the Reference Architecture Model Industrie 4.0 (RAMI 4.0) or the Software Platform Embedded Systems (SPES), have been introduced. Although providing a standardized methodology, missing formalizations impede the modeling of systems according to detailed architectural specifications. To address these issues, this paper introduces an approach for eliciting, specifying and managing requirements according to a particular process and aligned to architectural standards. In the end, the result is evaluated by a real-world case study. The outcome of this work will either verify the future system to develop by ensuring traceability or enable interoperability by dealing as a consistent reference point across viewpoints, systems or even domains.","","978-1-7281-2989-1","10.1109/ETFA45728.2021.9613700","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9613700","Requirements Engineering;System Architecture;Industrial Internet of Things (IIoT);Reference Architecture Model Industrie 4.0 (RAMI 4.0);Domain-specific Systems Engineering (DSSE)","Industries;Manufacturing processes;Computer architecture;Production;Market research;Software;Requirements engineering","","3","","27","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"Towards trustworthy smart cyber-physical-social systems in the era of Internet of Things","J. Huang; M. D. Seck; A. Gheorghe","Department of Engineering Management and Systems Engineering, Old Dominion University, Norfolk; Department of Engineering Management and Systems Engineering, Old Dominion University, Norfolk; Department of Engineering Management and Systems Engineering, Old Dominion University, Norfolk",2016 11th System of Systems Engineering Conference (SoSE),"15 Aug 2016","2016","","","1","6","The advent of a new wave of computing driven by the Internet of Things (IoT) and Big Data is reshaping the landscape of engineering systems design, operations, and management. As traditional devices and systems are transforming into smart devices and smart cyber-physical systems powered by IoT, more and more applications of Internet of Things are emerging as complex systems of smart systems, such as smart cities, in which an entity (including both human, software, and machines) highly relies on other entities in a network with respect to security, privacy, trustworthiness of data / information, and trustworthiness of services. Trust is emerging as a critical factor in systems design, operations and management. In this paper, we use Smart and Connected Senior Caring Systems as driving application, to discuss the features of Cyber-Physical-Social Smart Systems (CPS3) powered by IoT, to address the needs of trust in CPS3 design, and to explore approaches of trust formalisms for CPS3 design.","","978-1-4673-8727-9","10.1109/SYSOSE.2016.7542961","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7542961","Internet of Things;Cyber-Physical Systems;Cyber-Physical-Social Systems;System of Smart Systems;System of Systems;Trustworthiness;Trust","Internet of things;System analysis and design;Security;Monitoring;Aging;Sensors;Medical services","","14","","57","IEEE","15 Aug 2016","","","IEEE","IEEE Conferences"
"Model System for the Representation of Smart System of Systems in Engineering","L. Horváth","Institute of Applied Mathematics and Doctoral School of Applied Informatics and Applied Mathematics Óbuda University, Budapest, Hungary",2020 IEEE 15th International Conference of System of Systems Engineering (SoSE),"1 Jul 2020","2020","","","603","608","Smart industrial and consumer products are developed towards autonomous operation. These products have capabilities which require operation by cooperating systems. Engineering of these products must be elevated to system level for innovation and life cycles. This demands system level model which has the capability to provide integrated support for lifecycle engineering. Serving connected systems, the system of systems engineering (SoSE) theory, methodology and practice gained leading role in industrial practice. This paper introduces system of systems (SoS) based integrated engineering scenario which includes organized intellectual property (OIP) model system, systems engineering (SE) based model system which represents smart cyber physical system (CPS), and cyber units of systems operated CPS. Following this, situation awareness (SA) in SoSE based communication amongst systems in the above scenario is discussed considering SA as main goal. Next, novel OIP model system is proposed as a possible contribution to the above scenario. Finally, system level experimental model is introduced which will be applied as main method in the virtual research laboratory (VRL) at the Laboratory of Intelligent Engineering System (IESL) among others to accommodate system level engineering in research for OIP and PhD research at the Doctoral School of Applied Informatics and Applied Mathematics, Óbuda University.","","978-1-7281-8050-2","10.1109/SoSE50414.2020.9130485","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9130485","model of smart cyber physical system (CPS);System of Systems Engineering (SoSE);organized intellectual property (OIP);virtual research laboratory (VRL)","Technological innovation;Conferences;Consumer products;Intellectual property;Medical services;Mathematical models;Modeling","","11","","14","IEEE","1 Jul 2020","","","IEEE","IEEE Conferences"
"A Survey of Honeypots and Honeynets for Internet of Things, Industrial Internet of Things, and Cyber-Physical Systems","J. Franco; A. Aris; B. Canberk; A. S. Uluagac","Cyber-Physical Systems Security Lab, Florida International University, Miami, FL, USA; Cyber-Physical Systems Security Lab, Florida International University, Miami, FL, USA; Department of Computer Engineering, Istanbul Technical University, Istanbul, Turkey; Cyber-Physical Systems Security Lab, Florida International University, Miami, FL, USA",IEEE Communications Surveys & Tutorials,"19 Nov 2021","2021","23","4","2351","2383","The Internet of Things (IoT), the Industrial Internet of Things (IIoT), and Cyber-Physical Systems (CPS) have become essential for our daily lives in contexts such as our homes, buildings, cities, health, transportation, manufacturing, infrastructure, and agriculture. However, they have become popular targets of attacks, due to their inherent limitations which create vulnerabilities. Honeypots and honeynets can prove essential to understand and defend against attacks on IoT, IIoT, and CPS environments by attracting attackers and deceiving them into thinking that they have gained access to the real systems. Honeypots and honeynets can complement other security solutions (i.e., firewalls, Intrusion Detection Systems - IDS) to form a strong defense against malicious entities. This paper provides a comprehensive survey of the research that has been carried out on honeypots and honeynets for IoT, IIoT, and CPS. It provides a taxonomy and extensive analysis of the existing honeypots and honeynets, states key design factors for the state-of-the-art honeypot/honeynet research and outlines open issues for future honeypots and honeynets for IoT, IIoT, and CPS environments.","1553-877X","","10.1109/COMST.2021.3106669","U.S. National Science Foundation Awards(grant numbers:NSF-CAREER-CNS-1453647,NSF-1663051); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9520645","Honeypot;honeynet;IoT;IIoT;CPS","Industrial Internet of Things;Security;Sensors;Taxonomy;Sensor systems;Tools;Smart grids","","126","","176","IEEE","23 Aug 2021","","","IEEE","IEEE Journals"
"Development of educational cyber-physical Internet of Things platform study of the PID controller","A. Škraba; A. Koložvari; D. Kofjač; B. Vavtar; R. Stojanović; V. Stanovov; E. Semenkin","Faculty of Organizational Sciences Kidričeva cesta 55a, University of Maribor Cybernetics & Decision Support Systems Laboratory, Kranj, Slovenia; Faculty of Organizational Sciences Kidričeva cesta 55a, University of Maribor Cybernetics & Decision Support Systems Laboratory, Kranj, Slovenia; Faculty of Organizational Sciences Kidričeva cesta 55a, University of Maribor Cybernetics & Decision Support Systems Laboratory, Kranj, Slovenia; Faculty of Organizational Sciences Kidričeva cesta 55a, University of Maribor Cybernetics & Decision Support Systems Laboratory, Kranj, Slovenia; Faculty of Organizational Sciences Kidričeva cesta 55a, University of Maribor Cybernetics & Decision Support Systems Laboratory, Kranj, Slovenia; Siberian State University of Science and Technology, Computer Science and Telecommunications Institute 31, Krasnoyarsk, Russian Federation; Siberian State University of Science and Technology, Computer Science and Telecommunications Institute 31, Krasnoyarsk, Russian Federation",2018 7th Mediterranean Conference on Embedded Computing (MECO),"9 Jul 2018","2018","","","1","4","The paper addresses the development of PID controller platforms based on the principles of Cyber-physical Systems and Internet of Things for the purpose of education. Two different realizations are described, one based on the MK802V5LE ARM PC and Raspberry Pi Zero W. On both platforms Integrated Development Environment cloud9 was provided. Programming of the platforms was done in JavaScript/ECMA Script. Both platforms were compared according to the power consumption. The platforms were tested in the postgraduate courses. The results of the student survey are provided.","","978-1-5386-5683-9","10.1109/MECO.2018.8405982","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8405982","PID controller;Cyber-physical Systems;Internet of Things;education","PI control;PD control;Cloud computing;Internet of Things;Cyber-physical systems","","1","","17","IEEE","9 Jul 2018","","","IEEE","IEEE Conferences"
"Enhanced Cyber-Physical Security in Internet of Things Through Energy Auditing","F. Li; Y. Shi; A. Shinde; J. Ye; W. Song","Center for Cyber-Physical Systems, University of Georgia, Athens, GA, USA; Center for Cyber-Physical Systems, University of Georgia, Athens, GA, USA; Center for Cyber-Physical Systems, University of Georgia, Athens, GA, USA; Center for Cyber-Physical Systems, University of Georgia, Athens, GA, USA; Center for Cyber-Physical Systems, University of Georgia, Athens, GA, USA",IEEE Internet of Things Journal,"18 Jun 2019","2019","6","3","5224","5231","Internet of Things (IoT) are vulnerable to both cyber and physical attacks. Therefore, a cyber-physical security system against different kinds of attacks is in high demand. Traditionally, attacks are detected via monitoring system logs. However, the system logs, such as network statistics and file access records, can be forged. Furthermore, existing solutions mainly target cyber attacks. This paper proposes the first energy auditing and analytics-based IoT monitoring mechanism. To our best knowledge, this is the first attempt to detect and identify IoT cyber and physical attacks based on energy auditing. Using the energy meter readings, we develop a dual deep learning (DL) model system, which adaptively learns the system behaviors in a normal condition. Unlike the previous single DL models for energy disaggregation, we propose a disaggregation-aggregation architecture. The innovative design makes it possible to detect both cyber and physical attacks. The disaggregation model analyzes the energy consumptions of system subcomponents, e.g., CPU, network, disk, etc., to identify cyber attacks, while the aggregation model detects the physical attacks by characterizing the difference between the measured power consumption and prediction results. Using energy consumption data only, the proposed system identifies both cyber and physical attacks. The system and algorithm designs are described in detail. In the hardware simulation experiments, the proposed system exhibits promising performances.","2327-4662","","10.1109/JIOT.2019.2899492","Southern Company; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8642398","Cyber and physical attack detection;deep learning (DL);energy audit;Internet of Things (IoT)","Internet of Things;Deep learning;Power demand;Measurement;Cyberattack;Energy consumption","","88","","34","IEEE","14 Feb 2019","","","IEEE","IEEE Journals"
"Reproducing Key Results from ""Restructuring Endpoint Congestion Control""","T. Dhoot; J. Zhang","Stanford University, Stanford, USA; Stanford University, Stanford, USA",2022 Workshop on Benchmarking Cyber-Physical Systems and Internet of Things (CPS-IoTBench),"27 Jun 2022","2022","","","17","21","This work is a reproduction of Narayan et. al’s paper [8] which introduced the Congestion Control Plane (CCP) as a mechanism to develop congestion control algorithms. CCP can be leveraged to improve TCP/IP for Internet of Things (IoT) networks and is therefore relevant in the conversation around the suitability of TCP/IP for IoT applications as described by Dunkels et. al [4].Our reproduction experiments confirm CCP has high fidelity with congestion control implemented directly in the OS kernel. With one exception, our study also confirms that CCP algorithms do not materially differ in their performance. These results affirm that CCP is a promising enhancement over kernel level congestion control.Our experiments did find areas of concern. We discovered several inoperable artifacts in the code provided by the authors. Our experimental setup surfaced issues with reproducing the original results due to changes in the underlying systems. We discovered a graph that was accidentally mislabeled in a material way. Finally, we found a small subset of performance measurements could not be reproduced and flagged these for further research. We also proposed improvements to how replication environments are shared as a general suggestion to improve reproducibility.","","978-1-6654-7038-4","10.1109/CPS-IoTBench56135.2022.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9805341","computer networking;congestion control;internet of things;operating systems;reproduction","Codes;Conferences;TCPIP;Oral communication;Cyber-physical systems;Benchmark testing;Control systems","","","","12","IEEE","27 Jun 2022","","","IEEE","IEEE Conferences"
"An Edge Multi Factor Authentication System for Cyber Physical Systems Based on OTP","C. Theodoropoulos; D. Koutras; C. Douligeris; P. Kotzanikolaou","Department of Informatics, University of Piraeus, Piraeus, Greece; Department of Informatics, University of Piraeus, Piraeus, Greece; Department of Informatics, University of Piraeus, Piraeus, Greece; Department of Informatics, University of Piraeus, Piraeus, Greece",2024 IEEE Symposium on Computers and Communications (ISCC),"31 Oct 2024","2024","","","1","3","The Internet of Things (IoT) optimizes remote operations in Cyber-Physical Systems (CPS) by enabling real-time bidirectional communication with cloud services, thus supporting efficient management. However, this increases security risks. Ensuring strong remote user authentication is crucial. This paper presents a Multi-Factor Authentication (MFA) system using Time-based One-Time Passwords (T-OTP) for securing user access at the edge layer of CPS. We validate the system through test cases in smart buildings and Industrial IoT (IIoT) scenarios, demonstrating its broad applicability in enhancing secure remote management of critical systems.","2642-7389","979-8-3503-5423-2","10.1109/ISCC61673.2024.10733619","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10733619","Internet of Things;Industrial Internet of Things;Cyber Physical Systems;Multi Factor Authentication;One Time Password","Cloud computing;Smart buildings;Multi-factor authentication;Passwords;Cyber-physical systems;Real-time systems;Security;Industrial Internet of Things;Testing;Plugs","","","","9","IEEE","31 Oct 2024","","","IEEE","IEEE Conferences"
"Cyber Physical System: Security Challenges in Internet of Things System","B. K. Mohanta; M. K. Dehury; B. A. Sukhni; N. Mohapatra","Department of CSE, Gandhi Institute of Technology and Management (Deemed to be University, Visakhapatnam, India; Amity Institute of Information Technology, Amity University Jharkhand, Ranchi, India; School of Engineering, Technology and Design, Canterbury Christ Church University, United Kingdom; Department of CSE, International Institute of Information Technology, Bhubaneswar, Odisha, India","2022 Sixth International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)","22 Dec 2022","2022","","","117","122","Cyber-Physical Systems (CPS) typically involve a number of networked systems that can watch over and control actual processes and objects. They share many similarities with the Internet of Things (IoT) applications, but CPS focuses on how physical devices, networking components, and computational processes are integrated. The Internet of Cyber-Physical Things is a new component of CPS as a result of their integration with IoT. Many applications like smart healthcare, smart home, smart grid, smart car, smart cities, and supply chains are made possible by the rapid and significant evolution of CPS, which has an impact on many elements of people’s way of living. As the foundation for current and upcoming smart services, these technologies will strengthen our essential infrastructure and they have a big impact on how we live our lives. IoT is one of the emerging technologies in the last decade and so many smart devices are developed and deployed to monitor things in real time. In this paper, we initially found the integration of CPS and IoT usability. We have mentioned the security challenges in CPS based on IoT applications. For implementation, we have considered smart home as an IoT application and tested how the activities of smart mobile phones can be captured. Experimental results show that smart devices are vulnerable to different attacks.","2768-0673","978-1-6654-6941-8","10.1109/I-SMAC55078.2022.9987256","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9987256","Cyber-Physical System(CPS);Security;Internet of Things(IoT);Attacks;Vulnerability","Protocols;Authentication;Smart homes;System integration;Real-time systems;Encryption;Internet of Things","","11","","23","IEEE","22 Dec 2022","","","IEEE","IEEE Conferences"
"Research on Key Technologies of Power Internet of Things Based on CPS","Y. Hou; Y. Zhen; L. Wang; J. Yuan","Beijing SmartChip Microelectronics Technology Company Limited, Beijing, China; Beijing SmartChip Microelectronics Technology Company Limited, Beijing, China; Beijing SmartChip Microelectronics Technology Company Limited, Beijing, China; Beijing SmartChip Microelectronics Technology Company Limited, Beijing, China",2019 IEEE 5th International Conference on Computer and Communications (ICCC),"13 Apr 2020","2019","","","2162","2166","According to the integration demand of industrialization and informatization, combining with the main problems faced by the construction of the power Internet of things, the advantages of the cyber-physical system and the power Internet of things are synergized, and the access control fusion system of the power Internet of things based on CPS is established. Based on the four processes of CPS state perception, real-time analysis, scientific decision-making and precise implementation, this paper focuses on the “cloud-side-terminal” architecture and key technologies of access control of the power Internet of things, and explores the integrated development of CPS and the power Internet of things.","","978-1-7281-4743-7","10.1109/ICCC47050.2019.9064240","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9064240","power internet of things;CPS;fusion;cloud edge collaboration","Internet of Things;Cloud computing;Access control;Software;Business;Collaboration;Real-time systems","","","","20","IEEE","13 Apr 2020","","","IEEE","IEEE Conferences"
