title,abstract,authors,year,venue,doi,source,citation_count
Analyzing and Mitigating Attacks in IoT Smart Home Using a Threat Modeling Approach-Based STRIDE,"The Internet of Things (IoT) is a network of interconnected devices that enables data exchange. It is widely used in areas such as healthcare, aviation, agriculture, energy, and home automation. Despite its rapid growth and the massive adoption of connected devices, IoT presents significant security risks. Traditional threat modeling approaches are insufficient to address these risks. Architecture-based modeling is recommended, as it considers the entire system and helps in understanding potential threats. Threat modeling is a systematic technique used to identify and evaluate potential threats that could compromise the security of a system. The main objective is to understand the vulnerabilities of a system in order to design appropriate security measures to mitigate them. This paper aims to analyze and mitigate specific IoT smart home threats using the STRIDE threat modeling framework, which systematically identifies potential vulnerabilities at the development level. By applying STRIDE, which stands for Spoofing, Tampering, Repudiation, Information Disclosure, Denial of Service, and Elevation of Privilege, we focused on addressing key security threats, including denial of service (DoS), phishing, and man-in-the-middle (MitM) attacks. Our findings demonstrate that the proposed mitigation strategies are effective in countering these threats, providing a robust security layer for IoT smart homes. Through this study, we highlight the importance of architecture-based threat modeling to enhance security within the IoT ecosystem and offer practical solutions that strengthen IoT smart home resilience. The outcomes of the STRIDE-based analysis and the effectiveness of the mitigation techniques are detailed, offering empirical evidence to support our approach.","Mariyam Ouaissa, Mariyam Ouaissa",2025.0,International Journal of Interactive Mobile Technologies,10.3991/ijim.v19i02.52377,Semantic Scholar,0.0
Azure Edge Computing: Enhancing IoT Deployments with Microsoft Azure,"Edge computing has become indispensable in the landscape of the Internet of Things (IoT), enabling immediate data processing at or near the data source, thereby reducing latency and enhancing operational efficiency. Microsoft Azure stands out among cloud service providers by offering a comprehensive suite of tools specifically designed for deploying edge computing solutions. Leveraging Azure IoT services and Edge modules empowers organizations to extend their computing capabilities from centralized cloud environments to the edge of their networks.
The integration of Azure's Edge computing capabilities into IoT deployments addresses several critical aspects essential for modern digital ecosystems. Primarily, it facilitates processing data closer to its origin, which proves beneficial in scenarios requiring rapid responses, such as industrial automation, remote monitoring, and smart cities. This proximity minimizes latency and optimizes overall system performance by reducing bandwidth usage.
Azure's versatile toolset supports a wide array of IoT applications, including predictive maintenance, anomaly detection, real-time analytics, and AI inferencing. These capabilities enable enterprises to derive actionable insights from data in near real-time, enhancing decision-making processes and operational agility.However, the adoption of Azure Edge computing presents challenges, particularly in managing edge devices distributed across various geographical locations. Robust security protocols, reliable connectivity solutions, and efficient device management strategies are crucial to ensure data integrity, scalability, and resilience.
In summary, Azure's Edge computing solutions represent a significant advancement in IoT deployments, empowering organizations to achieve higher levels of operational efficiency and intelligence. Azure's commitment to innovation and its ecosystem of Edge computing tools position it as a key facilitator of next-generation digital transformation initiatives globally","Praveen Borra, Mahidhar Mullapudi, Jhansi Xavier, Harshavardhan Nerella, Bheeshmachary Kommoju",2025.0,"International Journal of Advanced Research in Science, Communication and Technology",10.48175/ijarsct-25155,Semantic Scholar,0.0
Smart Agriculture: IOT-Based Embedded Web Server Implementation for Real-Time Climate Monitoring,"Abstract - The rapid advancements in the Internet of Things (IoT) have revolutionized various industries, including agriculture, by enabling real-time monitoring and automation. This research focuses on implementing an IoT-based embedded web server for smart agriculture, allowing real-time climate monitoring to enhance productivity and sustainability. The proposed system integrates multiple sensors to measure environmental parameters such as temperature, humidity, soil moisture, and atmospheric pressure. These data points are transmitted to an embedded web server, which provides farmers with instant access to real-time analytics via an interactive web interface. The system aims to improve decision-making by offering remote monitoring, early warning alerts, and historical data analysis, thus promoting efficient resource utilization.


The embedded web server architecture ensures seamless data acquisition, processing, and visualization, making it highly scalable and adaptable for different agricultural applications. By leveraging cloud-based data storage and artificial intelligence-driven analytics, the system offers predictive insights that help in crop management, irrigation scheduling, and climate adaptation strategies. Moreover, the use of wireless communication technologies such as Wi-Fi and LoRa enhances the system’s connectivity, making it suitable for both small-scale farms and large agricultural enterprises. The integration of automation and real-time monitoring significantly reduces manual intervention, thereby minimizing human error and operational costs.


This study also addresses key challenges, including data security, power management, and network reliability, which are critical for large-scale deployment in remote agricultural regions. The proposed IoT-enabled web server system provides a cost-effective and energy-efficient solution to enhance precision farming and climate resilience. Experimental results demonstrate that the system effectively improves real-time climate monitoring and supports data-driven decision-making, ultimately leading to increased agricultural productivity and sustainability. Future research will focus on integrating blockchain for data security, AI-based predictive analytics, and the expansion of sensor networks to cover diverse climatic conditions.


Key Words: Smart Agriculture, Internet of Things (IoT), Embedded Web Server, Real-Time Climate Monitoring, Precision Farming, Wireless Sensor Networks (WSN), Remote Monitoring, Cloud Computing, Data Analytics in Agriculture, Soil Moisture Monitoring, Temperature and Humidity Sensors, LoRa Communication in Agriculture, AI-based Climate Prediction, Sustainable Farming, Agricultural Automation",A. Gayathri,2025.0,INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,10.55041/ijsrem45528,Semantic Scholar,0.0
SUSIC: A Secure User Access Control Mechanism for SDN-Enabled IIoT and Cyber–Physical Systems,"The integration of thriving information and communications technology (ICT) and cyber–physical systems (CPSs) has spawned several innovative applications, such as remote healthcare, smart and intelligent transportation, smart logistics, smart grids, and public safety. An emerging software-defined networks (SDNs) technology further enabled to optimize the communication among Industrial IoT (IIoT) and CPS entities. Nonetheless, the communication on public channel among different IIoT entities in an SDN-enabled environment may be exposed to various security threats due to wireless and insecure communication channels. To counter these security challenges in the way of wider CPS or IIoT adoption, we propose a novel three-factor authenticated key exchange mechanism (SUSIC) for SDN-enabled IIoT ecosystem. The SUSIC enables a registered user to access real-time data from physical IIoT environment directly after having mutual authentication performed through SDN-enabled controller node. The scheme is proved to be secure under rigorous formal and informal security analysis. Moreover, the simulation results and performance evaluation signifies toward achieving a better tradeoff between security functionalities and computational overheads comparatively.","Azeem Irshad, G. A. Mallah, Muhammad Bilal, Shehzad Ashraf Chaudhry, M. Shafiq, Houbing Song",2023.0,IEEE Internet of Things Journal,10.1109/JIOT.2023.3268474,Semantic Scholar,14.0
ZIRCON: Zero-watermarking-based approach for data integrity and secure provenance in IoT networks,"The Internet of Things (IoT) is integrating the Internet and smart devices in almost every domain such as home automation, e-healthcare systems, vehicular networks, industrial control and military applications. In these sectors, sensory data, which is collected from multiple sources and managed through intermediate processing by multiple nodes, is used for decision-making processes. Ensuring data integrity and keeping track of data provenance is a core requirement in such a highly dynamic context, since data provenance is an important tool for the assurance of data trustworthiness. Dealing with such requirements is challenging due to the limited computational and energy resources in IoT networks. This requires addressing several challenges such as processing overhead, secure provenance, bandwidth consumption and storage efficiency. In this paper, we propose ZIRCON, a novel zero-watermarking approach to establish end-to-end data trustworthiness in an IoT network. In ZIRCON, provenance information is stored in a tamper-proof centralized network database through watermarks, generated at source node before transmission. We provide an extensive security analysis showing the resilience of our scheme against passive and active attacks. We also compare our scheme with existing works based on performance metrics such as computational time, energy utilization and cost analysis. The results show that ZIRCON is robust against several attacks, lightweight, storage efficient, and better in energy utilization and bandwidth consumption, compared to prior art.","Omair Faraj, David Megías, Joaquín García",2023.0,Journal of Information Security and Applications,10.48550/arXiv.2305.00266,Semantic Scholar,2.0
"Artiﬁcial Intelligence for Detection, Estimation, and Compensation of Malicious Attacks in Nonlinear Cyber Physical Systems and Industrial IoT",,"Member Ieee Faezeh Farivar, Senior Member Ieee Mohammad Sayad Haghighi, Senior Member Ieee Mamoun Alazab, M. S. Haghighi, A. Jolfaei",,,,Semantic Scholar,62.0
LOKI: A Secure FPGA Prototyping of IoT IP with Lightweight Logic Locking,"Logic locking techniques have emerged as a promising approach to mitigate IP theft, counterfeiting, malicious modifications, reverse engineering threats, etc. This research paper investigates the application of LOcked Key Insertion (LOKI)-based secure IoT hardware IP/IC design, focusing on implementing the GIFT cipher as a representative hardware IP. The LOKI technique embeds a secret on-chip hardware key into the design, enabling secure encryption and decryption. The experimental analysis demonstrates that only the correct on-chip hardware key ensures accurate encryption and decryption, while an incorrect key leads to malfunctioning outputs. For quantitative and qualitative research, image encryption illustrates the security provided by logic locking. The results highlight the efficacy of LOKI-based design to enhance IoT hardware IP/IC security. The integration of the LOKI technique comes at the cost of 2.63% to 5.76% resource overhead computed in terms of FPGA slices. In particular, power consumption remains constant, ensuring the resilience of the system. Furthermore, image-based analysis demonstrates improved results with the use of LOKI.","Jugal Gandhi, Diksha Shekhawat, M. Santosh, J. Pandey",2023.0,Asia Pacific Conference on Circuits and Systems,10.1109/APCCAS60141.2023.00030,Semantic Scholar,0.0
A Critical Analysis of the Block Chain in Manufacturing System Implementation,"As component of the industry 4.0 project, a novel concept of Cyber-Physical Systems (CPS), fog computing, big data analytics, cloud manufacturing, the Internet of Things (IoT), and other technologies have been brought to the manufacturing sector. Some of the projected benefits and possibilities that these innovations might provide include self-prediction, self-maintenance, self-comparison, self-configuration, and self-awareness. In these concepts, the centralised corporate system and third-party trust operations are still in use. However, contemporary manufacturing has a slew of problems, including data security and reliability, adaptability, security, trust, and privacy. This paper provides an analysis of the Blockchain Technology (BT), reviews the application of blockchain in Artificial Intelligence (AI), proposes a model for blockchain-enabled CPS and discusses the potential challenges that face the implementation of blockchain in manufacturing systems.","G. Gokilakrishnan, D. Prabha, S. Srinivasan, S. Thirumurugaveerakumar, V. M, A. H",2023.0,2023 9th International Conference on Advanced Computing and Communication Systems (ICACCS),10.1109/ICACCS57279.2023.10112828,Semantic Scholar,4.0
"Measurement and Analysis of Hajime, a Peer-to-peer IoT Botnet","The Internet of Things (IoT) introduces an unprecedented diversity and ubiquity to networked computing. It also introduces new attack surfaces that are a boon to attackers. The recent Mirai botnet showed the potential and power of a collection of compromised IoT devices. A new botnet, known as Hajime, targets many of the same devices as Mirai, but differs considerably in its design and operation. Hajime uses a public peer-to-peer system as its command and control infrastructure, and regularly introduces new exploits, thereby increasing its resilience. We show that Hajime’s distributed design makes it a valuable tool for better understanding IoT botnets. For instance, Hajime cleanly separates its bots into different peer groups depending on their underlying hardware architecture. Through detailed measurement—active scanning of Hajime’s peer-to-peer infrastructure and passive, longitudinal collection of root DNS backscatter traffic—we show that Hajime can be used as a lens into how IoT botnets operate, what kinds of devices they compromise, and what countries are more (or less) susceptible. Our results show that there are more compromised IoT devices than previously reported; that these devices use an assortment of CPU architectures, the popularity of which varies widely by country; that churn is high among IoT devices; and that new exploits can quickly and drastically increase the size and power of IoT botnets. Our code and data are available to assist future efforts to measure and mitigate the growing threat of IoT botnets.","Stephen Herwig, Katura Harvey, George Hughey, Richard Roberts, Dave Levin",2019.0,Network and Distributed System Security Symposium,10.14722/ndss.2019.23488,Semantic Scholar,149.0
Deep Neural Network Security Collaborative Filtering Scheme for Service Recommendation in Intelligent Cyber–Physical Systems,"Cyber–physical systems (CPSs) is a security real-time embedded system. CPS integrates the information sensed by the current physical sensors, through high-speed real-time transmission, and then carries out powerful information processing to effectively interact and integrate the physical and the information worlds. With the aim to improve the quality of service, optimize the existing physical space, and increase security, collaborative filtering algorithms have also been widely used in various recommendation models for Internet of Things (IoT) services. However, general collaborative filtering algorithms cannot capture complex interactive information in the sparse Mashup–Web service call matrix, which leads to lower recommendation performance. Based on the artificial intelligence technology, this study proposes a recommendation algorithm for a security collaborative filtering service that integrates content similarity. A security collaborative filtering module is used to capture the complex interaction information between Mashup and Web services. By applying the content similarity module to extract the semantic similarity information between the Mashup and Web services, the two modules are seamlessly integrated into a deep neural network to accurately and quickly predict the rating information of Mashup for the Web services. Real data set on the intelligent CPS is captured and then compared with mainstream service recommendation algorithms. Experimental results show that the proposed algorithm not only efficiently completes the Web service recommendation task under the premise of sparse data but also shows better accuracy, effectivity, and privacy. Thus, the proposed method is highly suitable for the application of intelligence CPS.","W. Liang, Songyou Xie, Jiahong Cai, Jianbo Xu, Yupeng Hu, Yangchuan Xu, Meikang Qiu",2022.0,IEEE Internet of Things Journal,10.1109/JIOT.2021.3086845,Semantic Scholar,39.0
SRACARE: Secure Remote Attestation with Code Authentication and Resilience Engine,"Recent technological advancements have enabled proliferated use of small embedded and IoT devices for collecting, processing, and transferring the security-critical information and user data. This exponential use has acted as a catalyst in the recent growth of sophisticated attacks such as the replay, man-in-the-middle, and malicious code modification to slink, leak, tweak or exploit the security-critical information in malevolent activities. Therefore, secure communication and software state assurance (at run-time and boot-time) of the device has emerged as open security problems. Furthermore, these devices need to have an appropriate recovery mechanism to bring them back to the known-good operational state. Previous researchers have demonstrated independent methods for attack detection and safeguard. However, the majority of them lack in providing onboard system recovery and secure communication techniques. To bridge this gap, this manuscript proposes SRACARE - a framework that utilizes the custom lightweight, secure communication protocol that performs remote/local attestation, and secure boot with an onboard resilience recovery mechanism to protect the devices from the above-mentioned attacks. The prototype employs an efficient lightweight, low-power 32-bit RISC-V processor, secure communication protocol, code authentication, and resilience engine running on the Artix 7 Field Programmable Gate Array (FPGA) board. This work presents the performance evaluation and state-of-the-art comparison results, which shows promising resilience to attacks and demonstrate the novel protection mechanism with onboard recovery. The framework achieves these with only 8% performance overhead and a very small increase in hardware-software footprint.","Avani Dave, Nilanjan Banerjee, C. Patel",2020.0,International Conference on Embedded Software and Systems,10.1109/ICESS49830.2020.9301516,Semantic Scholar,18.0
Cascading Failures in Internet of Things: Review and Perspectives on Reliability and Resilience,"In the Internet of Things (IoT), various devices operate collaboratively in collecting data, relaying information to one another, and processing information intelligently. Due to interactions and dependencies between the IoT devices, the malfunction of one device may trigger a cascade of unexpected and often undesired state changes of other devices, introducing or accelerating catastrophic cascading failures. Understanding the causes of cascading failures and modeling their behavior and effects is crucial for guaranteeing the reliability of IoT systems and delivering the desired quality of service. This article systematically reviews cascading failures modeling and reliability analysis methodologies, as well as mitigation strategies for building the resilience of IoT systems against cascading failures. The review covers diverse IoT applications, from smart grids to smart homes, from sensor networks to IoT cloud computing, and from transportation networks to interdependent infrastructure networks. Opportunities and open research issues are also discussed in relation to restrictions of the current cascading failure models and methods, and potential new technologies and complexity of the constantly evolving IoT systems.",L. Xing,2020.0,IEEE Internet of Things Journal,10.1109/JIOT.2020.3018687,Semantic Scholar,126.0
Smart Monitoring System for Temperature and Relative Humidity Adapted to the Specific Needs of the Colombian Pharmaceutical Service,"Patient safety (PS) is essential in medical care, and preventing medication errors (MEs) is key to guaranteeing it. In Colombia, pharmaceutical services must comply with regulations that require adequate environmental monitoring to ensure medication quality. This study aims to propose an IoT-based smart system that automatizes temperature and relative humidity monitoring in the Colombian pharmaceutical service (CPS). Using the model for IoT platform design as a methodology, an efficient and flexible architecture that integrates data quality management (DQM) dimensions to improve the accuracy and reliability of the system was designed. In addition, tests based on the agile quadrant methodology demonstrate, as a result, its effectiveness, highlighting its ability to optimize environmental monitoring, prevent MEs, and improve PS. The successful implementation of this IoT-based smart system shows its potential in the pharmaceutical sector, offering an innovative solution that reduces risks and improves the quality of drug storage.","Maria Paula Cabezas, Juan David Carvajal, Fulvio Yesid Vivas, D. M. Lopez",2025.0,IoT,10.3390/iot6010015,Semantic Scholar,0.0
An Approach to Improving Availability of Microservices for Cyber-Physical Systems,"The design of modern Cyber-Physical Systems (CPS) connects physical and digital realms from cloud systems to edge devices. Microservice architecture has been widely used for IT solutions and emerges as a promising approach for supporting CPS that are more efficient, adaptable, and interconnected. However, there is an increasing need to improve the availability, reliability, and resilience of microservice systems according to the needs. This paper summarizes the challenges and drawbacks of microservice architecture used for CPS. Then, the simplified microservice model has been created, initial properties have been defined, and an improvement plan has been presented. The microservice model’s availability has been improved using a novel approach with endpoint containerization. Then, the discussion and conclusions have been offered to explore the full potential of integrating the physical and digital realms.","O. Chaplia, H. Klym, A. Popov",2024.0,Advances in Cyber-Physical Systems,10.23939/acps2024.01.016,Semantic Scholar,0.0
Prediction and Analysis of Various Cyber Attack Models in Cyber Physical System in Virtual Environment,"The Cyber Physical System (CPS) is referred as the amalgamation of physical system with control system mechanisms. CPS is largely used in versatile process from automation, controlling and monitoring process. This is the process of converting the physical system into a digital platform through sensing, data storage and monitoring process. Due to the advancement in the Internet of Things (IoT), the cyber security has become a complex parameter. Thus they need to be considered. To overcome the constraints, the machine learning is implemented to provide security concerns for the cyber physical systems. The machine learning provides a platform for the intrusion detection system. The machine learning helps in the classification and detection of the cyber-attacks. This is done through the optimization techniques, which helps to provide the solution for reducing the complexity. The internet of system paved way for the sensing, control, monitoring and communication of information. The attacks in the networking system are identified through the machine learning that enable smart applications in diverse fields.","Chiranjit Dutta, M. Maheswari, K. G. Saravanan, Navdeep Dhaliwal, Akhilesh Pandey, S. Sophia",2023.0,2023 Second International Conference on Augmented Intelligence and Sustainable Systems (ICAISS),10.1109/ICAISS58487.2023.10250498,Semantic Scholar,2.0
The Interoperability Challenge: Building a Model-Driven Digital Thread Platform for CPS,"With the heterogeneity of the industry 4.0 world, and more generally of the Cyberphysical Systems realm, the quest towards a platform approach to solve the interoperability problem is front and centre to any system and system-of-systems project. Traditional approaches cover individual aspects, like data exchange formats and published interfaces. They may adhere to some standard, however they hardly cover the production of the integration layer, which is implemented as bespoke glue code that is hard to produce and even harder to maintain. Therefore, the traditional integration approach often leads to poor code quality, further increasing the time and cost and reducing the agility, and a high reliance on the individual development skills. We are instead tackling the interoperability challenge by building a model driven/low-code Digital Thread platform that 1) systematizes the integration methodology, 2) provides methods and techniques for the individual integrations based on a layered Domain Specific Languages (DSL) approach, 3) through the DSLs it covers the integration space domain by domain, technology by technology, and is thus highly generalizable and reusable, 4) showcases a first collection of examples from the domains of robotics, IoT, data analytics, AI/ML and web applications, 5) brings cohesiveness to the aforementioned heterogeneous platform, and 6) is easier to understand and maintain, even by not specialized programmers. We showcase the power, versatility and the potential of the Digital Thread platform on four interoperability case studies: the generic extension to REST services, to robotics through the UR family of robots, to the integration of various external databases (for data integration) and to the provision of data analytics capabilities in R.","T. Margaria, Hafiz Ahmad Awais Chaudhary, I. Guevara, Stephen Ryan, Alexander Schieweck",2021.0,Leveraging Applications of Formal Methods,10.1007/978-3-030-89159-6_25,Semantic Scholar,14.0
Intelligent Cyber Physical Systems and Internet of Things,,"Jude Hemanth, Danilo Pelusi, Joy Iong-Zong Chen, ICoICI, Iong-Zong Chen, P. Suresh, Abhishek Shettigar, M. Karunavathi, G. AjithM., Ramanath Kini, G. V. R. K. Rao, T. J. D. Shrilaa, I. Akash, G. Gugapriya, Digvijay Singh, Rajesh Yadav, E. V. Kameswararao, M. J. Shankar, T. V. S. Lokesh, E. Terence, S. Srinivasan, AL. Vallikannu, Adapa Sankar Ganesh, Iragamreddy Raj Kumar, Beereddy Venu Gopal, Ankit Raj, S. Khoje, S. Shinde, N. S. Kumar, S. Karthick, K. P. A. Kumar, S. Balaji, T. N. Sastha, Ankita Kumari, Prashant Pranav, Sandip Dutta, andSoubhik Chakraborty, Shruti Tiwari, C. Bhatt, K. P. Kumar, Sangeetha Singarapu, Mounika Singarapu, Swaroop Rakesh Karra, Vadlapudi Keyur Parmar, Neduri Devanand Kumar, Kasa Leela Prasanth Pranoppal, Charan Teja, Shriniwas Patil, Kaushal A. Shah, Suhasini S. Goilkar, S. Goilkar, R. Dhivya, N. Shanmugapriya, Saeed Ali, Haifa Ali, J. Vakula, Sanket Araballi, P. Devaki, Shivani Mangal, Khushboo Agarwal, A. Ratnaparkhi, Radhika G. Purandare, Gauri Ghule, Shraddha K. Habbu, Arti Bang, Pallavi Deshpande, P. Ganjewar, Sanjeev J Wagh, A. L. Gilbile, Sreeparnesh Sharma, Sathish Kumar, Anil Mahadeo, P. Bhaladhare, Manas Kumar, A. S. N. Chakravarthy, Varun Sarathchandran, Juel Jason Vincent, Mathais George Polu, Sathwik Reddy, R. Ambika, A. P. Adil, M. G. Anandhu, Jeovan Elsa, Twinkle S Joy, S. Karethara, R. AnjaliB., Poorna, R. Bindu, T. Kavitha, V. Panchami, Arjun Rajasekharan, Mahima Mary Mathews, H. V. Chand, Seema Sabharwal, Anil Carie, Jadhav Kalpesh, Jadhav Rushikesh, Kalbande Swaraj, Katta Rohan, Rakhi Bharadwaj, Mehak Gupta, Nimit Agrawal, M. R. Prusty, K. Jadhav, Mangesh D. Nikose, Nongmeikapam Thoiba Singh, Raman Chadha, M. Koteswara, M. S. Rao, Jaijaivenkataramana Ch. Sai, Sowjanya, Aditya Sukhwal, Gourab Kundu, Chandrani Chakravorty, A. S. Shminan, Nur Zulaikha, Mohamed Aziyen, Lee Jun, C. Merikan, Aren, V. G. Krishnan, D. Siva, S. MuthuSelvi, T. A. M. Prakash, P. A. A. Saleem, S. Mary, Rexcy Asha, M. Jyothirmai, Kesavan Gopal, M. Sailaja, T. Pavithra, B. S. Nagabhushana, Suchismitha Das, Jay Jhaveri, Abhay Gupta, Prem Chhabria, Neeraj Ochani, Sharmila Sengupta, Mrs. Sunita Suralkar, S. Dugad, N. A. Chakravarthy, U. Padma, Hanjabam Saratchandra, Moirangthem Marjit Sharma, Singh Arindam, Sarkar, Merly Thomas, Bandu Meshram, S. Kanakaprabha, P. Arulprakash, V. Priyanka, Vineetha Varghese, A. Sureshkumar, E. Roopa, Yasha Jyothi, M. Shirur, Suma V. Dankan Gowda, Sira Jacob, Naziya Hussain, R. Chennappan, D. T. Sakhare, Hrithika Singh, Asmita Bhangare, Rashmi Singh, Shubhangi Zope, Pallavi Saindane, Mayank Srivastava, A. Maurya, Utkarsh Sharma, S. Srivastava, Springer Cham, Ahmad Sofian, Springer Nature, Ris Enw Bib Doi, Cham Springer",2023.0,Engineering Cyber-Physical Systems and Critical Infrastructures,10.1007/978-3-031-18497-0,Semantic Scholar,1.0
Transformers-Based Multimodal Deep Learning for Real-Time Disaster Forecasting and Adaptive Climate Resilience Strategies,"Real time forecasting of disasters needs to be advanced and easy because with increasing disasters their frequency and severity. Traditional prediction can only be made with traditional disaster prediction methods: numerical weather prediction (NWP) models and remote sensing techniques, which are computationally inefficient, data sparse and cannot adapt to dynamic environmental changes. In order to overcome these limitations, this research presents a Transformer Based Multimodal Deep Learning Model to combine the existing multiple data sources ranging from satellite imagery, IoT sensor networks, meteorological observations etc., to meteorological and social media analytics. The model employs a multimodal fusion strategy, enabling dynamic feature selection and seamless integration of heterogeneous data streams. In contrast to the conventional deep learning techniques, such as CNNs and LSTMs, the transformer based model has excellent ability towards long-range dependency, reducing the latency of light inference and better computational efficiency. The results are proven to be 94% accurate, 91% precise and has 40% reduction in inferencer latency in real time, which makes it suitable for disaster forecasting. The advancement of the multimodal deep learning methodologies presents this research as one which serves to contribute to the AI driven disaster resilience. We will also work on future work in the form of advanced transformer variants, more data integration, and explainable AI (XAI) techniques for model interpretability and scalability. Finding have implications for the transformative potential of AI in climate adaptation and serve as a robust foundation for the next generation early warning systems and climate adaptation disaster risk mitigation across multiple sectors.","Srinivasa Rao Dhanikonda, Madhavi Pingili, P. JayaSelvi, Nannaparaju Vasudha, Prasadu Peddi, Bhavsingh Maloth",2025.0,International Journal of Computational and Experimental Science and Engineering,10.22399/ijcesen.1349,Semantic Scholar,0.0
A DLT-based Trust Framework for IoT Ecosystems,"An IoT eco-system includes IoT network components, network services and network participants such as organizations, consumers, governments, and businesses. Due to its diversity and scale, trustworthiness is a critical concern to be considered during architectural design and the operational phase of these eco-systems. To do this, security, privacy, reliability, resilience and safety must be assured. However, existing solutions partially address these requirements using centralized approaches that come with challenges such as a single point of failure, scalability, and dependence on a third party. In this context, Distributed Ledger Technology (DLT) and Smart Contracts, due to its intrinsic properties of transparency, immutability, and underlying secure-by-design architecture, allows distributed, decentralized, automated workflows, which can be incorporated to automate the management of the next generation IoT networks. In this paper, we propose a framework for IoT eco-systems providing seamless integration between IoT and DLT to create a decentralized trusted architecture, which ensures trustworthiness of IoT eco-systems at design time and a trust reputation model based on the architecture to protect it during the run-time. Furthermore, we have presented the initial steps towards the implementation of this framework.","Tharindu Ranathunga, Ramona Marfievici, Alan Mcgibney, S. Rea",2020.0,International Conference on Cyber Security And Protection Of Digital Services,10.1109/CyberSecurity49315.2020.9138855,Semantic Scholar,8.0
Development of Simulation Scenarios to Evaluate the Effectiveness of Smart City Systems During Military Conflict,"Innovative city systems leverage AI, IoT, and robust communication networks to optimize city operations and enhance urban resilience. Simulations are crucial for evaluating these systems' performance during crises like military conflicts. This report explores simulation methodologies and presents actionable recommendations for urban planners.",N. Kr. Nikolov,2024.0,Journal of Electrical Systems,10.52783/jes.7138,Semantic Scholar,0.0
Analysis of Digital Transformation Framework and Implementation Pathway for Power Grids in the Context of New Power Systems,"The rise of new power systems, largely driven by renewable energy adoption and advanced grid interconnectivity, has introduced complexities in managing power grids. Digital transformation provides tools for real-time monitoring, adaptive control, and enhanced reliability, addressing the demands of modern power systems. This study presents a comprehensive framework for digital transformation in power grids, exploring specific pathways for implementing AI, IoT, and big data analytics to improve operational efficiency and adaptability. Using simulated data, we evaluate the framework’s impact on load forecasting accuracy, asset management, and grid optimization. Results show that adopting a structured digital transformation framework enhances grid resilience, optimizes renewable integration, and supports sustainable energy goals. Policy recommendations for supporting digital grid infrastructure are also provided.","Xianfu Gong, Zhanchao Du, Yaodong Li, Jinxiu Hou, Bo Peng",2024.0,2024 4th International Conference on Intelligent Power and Systems (ICIPS),10.1109/ICIPS64173.2024.10899987,Semantic Scholar,0.0
Beyond 5G: 6G Wireless Systems for Sustainable Earth and Humanity with Artificial Intelligence,"The evolution from 5G to 6G wireless systems promises to revolutionize telecommunications via integrating advanced artificial intelligence (AI) to address global demanding situations. 6G ambitions to offer extremely-excessive-pace connectivity, ubiquitous insurance, and ultra-low latency, permitting applications including holographic communications, tactile net, and pervasive intelligence. AI-driven 6G networks might be self-optimizing, leveraging gadget studying to dynamically allocate sources, beautify protection, and enhance strength performance, for that reason contributing to sustainability. These clever networks will guide large Internet of Things (IoT) ecosystems, facilitating clever towns, precision agriculture, and far off healthcare, fostering sustainable improvement.6G's capacity extends to bridging the digital divide, supplying equitable get entry to to records and communique technologies globally. The integration of AI can even decorate network resilience and adaptability inside the face of weather exchange, natural disasters, and other worldwide disruptions. Sustainable 6G networks will appoint inexperienced technologies, inclusive of energy harvesting and coffee-strength communication protocols, reducing the carbon footprint of virtual infrastructure. Furthermore, AI in 6G will permit proactive protection and fault prediction, making sure reliable and continuous connectivity.Ethical considerations and human-centric layout will be paramount inside the improvement of 6G, ensuring privacy, protection, and inclusivity. Collaboration among governments, academia, and enterprise is crucial to increase standards and frameworks that sell sustainable and moral 6G deployment. Ultimately, 6G wireless structures, underpinned through AI, have the capability to create a extra linked, efficient, and sustainable global, enhancing quality of existence and fostering a resilient and equitable global society.","Arun Agarwal, Avilas Nanda",2024.0,2024 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS),10.1109/ICBDS61829.2024.10837145,Semantic Scholar,0.0
Multimodal Logistics for Resilient and Sustainable Global Supply Chains: Strategic Insights from Integrated Transport Systems,"Multimodal transportation has emerged as a critical solution for enhancing the efficiency and resilience of integrated logistics networks. This narrative review aims to synthesize current research on the effectiveness of multimodal logistics in addressing global supply chain challenges. Using a structured keyword-based search across Scopus, Web of Science, and Google Scholar, this study selected peer-reviewed literature published between 2010 and 2024. Emphasis was placed on studies focusing on cost optimization, environmental impact, digital integration, and strategic network planning. The review identifies five key dimensions—logistics cost-efficiency, crisis resilience, environmental sustainability, technological integration, and network design—as central to the performance of multimodal systems. Optimization models significantly reduce logistics costs and emissions, while real-time data and IoT systems enhance operational coordination. In crisis contexts, multimodal approaches offer adaptable responses, particularly when supported by digital infrastructure. However, challenges such as regulatory fragmentation and infrastructure disparity limit broader implementation, especially in developing regions. Synchromodal strategies and policy alignment are highlighted as critical enablers of system responsiveness and sustainability. This review concludes that strategic technological and institutional reforms are essential to unlock the full potential of multimodal logistics. Future research should explore adaptive AI-driven models and conduct cross-regional analyses to inform context-specific solutions. Strengthening digital infrastructure and fostering stakeholder collaboration will be key in developing resilient and future-ready logistics systems.",Deri Alan Kurniawan,2024.0,Sinergi International Journal of Logistics,10.61194/sijl.v2i4.731,Semantic Scholar,0.0
